iter	Logloss
547	0.09432692292
548	0.0942482112
549	0.09420924309
550	0.09409409203
551	0.09406908405
552	0.09403015997
553	0.09390883936
554	0.09382395451
555	0.09373896758
556	0.09362937307
557	0.09355103367
558	0.09344316671
559	0.09328550047
560	0.09323978701
561	0.09314243603
562	0.09306693112
563	0.09281488756
564	0.09267601046
565	0.09261639327
566	0.09257401686
567	0.09246072445
568	0.09239614923
569	0.09230923882
570	0.09227603201
571	0.0922177885
572	0.09217803618
573	0.09207232685
574	0.09200118717
575	0.09197584278
576	0.09186476429
577	0.09179671506
578	0.09170808437
579	0.0915696369
580	0.09149248302
581	0.09139643232
582	0.0912953738
583	0.09119091684
584	0.09108246063
585	0.09099697014
586	0.0908894278
587	0.09071132901
588	0.09064130171
589	0.09056900395
590	0.09044135928
591	0.09033276269
592	0.09015942775
593	0.09008004438
594	0.09000079734
595	0.08989718946
596	0.08976171868
597	0.08965106985
598	0.08951390965
599	0.08945655325
600	0.08934195442
601	0.08930436606
602	0.08924608715
603	0.08914249627
604	0.0891081514
605	0.08902148354
606	0.08896078507
607	0.08892580199
608	0.08887784232
609	0.08879563537
610	0.08871663477
611	0.08857616715
612	0.08844341574
613	0.08842411347
614	0.08839691992
615	0.08829550553
616	0.08823089445
617	0.08811481144
618	0.08809033615
619	0.0879910959
620	0.08784385154
621	0.08782686311
622	0.08773572294
623	0.0876186943
624	0.08755909765
625	0.08748341986
626	0.0872635501
627	0.0870827788
628	0.08701011783
629	0.08688817094
630	0.08674553626
631	0.08658303224
632	0.08652981243
633	0.08641086303
634	0.08639089814
635	0.08636588936
636	0.08625663103
637	0.08620222607
638	0.08616994541
639	0.08604804318
640	0.08591211402
641	0.08585069666
642	0.08576600816
643	0.08570634614
644	0.08563762586
645	0.08556450673
646	0.085464325
647	0.08533187191
648	0.08521924198
649	0.08510804972
650	0.08498120895
651	0.08495132536
652	0.0848693931
653	0.08481413829
654	0.08476463594
655	0.08470608406
656	0.0845975553
657	0.08444053074
658	0.08428336951
659	0.08423833127
660	0.08419794165
661	0.08413479752
662	0.08405828779
663	0.08399710382
664	0.08385958732
665	0.08371556471
666	0.08361661442
667	0.0835942687
668	0.0835351956
669	0.08342560874
670	0.08334285229
671	0.08330232489
672	0.08327295592
673	0.08322868258
674	0.08315054879
675	0.08313109855
676	0.08299245194
677	0.08290165605
678	0.08284901687
679	0.0827752148
680	0.08271218314
681	0.08267180357
682	0.08251563098
683	0.08247217965
684	0.08234509507
685	0.08227007073
686	0.08218694968
687	0.08214460916
688	0.08197883559
689	0.08189062603
690	0.08177327362
691	0.08169817474
692	0.08163740005
693	0.08149628003
694	0.08138749024
695	0.08136185599
696	0.08128790521
697	0.08118894741
698	0.08114189284
699	0.08105252463
700	0.08103522867
701	0.08100098612
702	0.0809066889
703	0.08088224183
704	0.08084078812
705	0.08072536648
706	0.08069274778
707	0.0805892256
708	0.08056377912
709	0.08049389877
710	0.08040549345
711	0.0803303321
712	0.0802969452
713	0.08023767499
714	0.08014074356
715	0.0800471013
716	0.08001834826
717	0.07998709295
718	0.07985485198
719	0.07981093498
720	0.07972347263
721	0.07964677737
722	0.079481544
723	0.07944164217
724	0.07934798171
725	0.079292662
726	0.07924240345
727	0.07917903169
728	0.07912084556
729	0.07901749063
730	0.07894808713
731	0.07891060413
732	0.07884721656
733	0.07882844572
734	0.0787653197
735	0.07872678739
736	0.07870447862
737	0.07860309306
738	0.07852818307
739	0.07846317691
740	0.07840750194
741	0.07834634623
742	0.07827997954
743	0.07818382884
744	0.07812823751
745	0.07792024993
746	0.07786457354
747	0.07769099274
748	0.07766661211
749	0.07763783146
750	0.07753753847
751	0.07750913095
752	0.07745296091
753	0.07739361602
754	0.07730839709
755	0.07722042986
756	0.07710289167
757	0.07701016718
758	0.07695621452
759	0.07680537516
760	0.07663752605
761	0.07656901602
762	0.07646201434
763	0.07641610727
764	0.07634895492
765	0.07632251818
766	0.07619000257
767	0.07605249745
768	0.075946825
769	0.07588744155
770	0.07582391532
771	0.07571203531
772	0.07566972534
773	0.07559189548
774	0.07553839596
775	0.07550909541
776	0.07546916732
777	0.07540261584
778	0.07535696289
779	0.07531122432
780	0.07525361591
781	0.07519263208
782	0.07510739265
783	0.07504996516
784	0.07495115663
785	0.07491594209
786	0.07489045319
787	0.07483948919
788	0.07477491647
789	0.07474733092
790	0.07464141648
791	0.07461330697
792	0.07450049921
793	0.07442119145
794	0.07432511878
795	0.07429781337
796	0.07421926301
797	0.07413911621
798	0.07402979349
799	0.07386880011
800	0.07370313027
801	0.07353764746
802	0.07351168516
803	0.07330803788
804	0.07327105759
805	0.07321647114
806	0.0731516319
807	0.07302159561
808	0.07291648688
809	0.07280897133
810	0.07275326327
811	0.07263402246
812	0.07258640158
813	0.0725597123
814	0.07245349964
815	0.07239243606
816	0.07236705922
817	0.0723072578
818	0.07228205839
819	0.07220144121
820	0.07213994182
821	0.07211421926
822	0.07208966685
823	0.07206475693
824	0.07200995448
825	0.07193247924
826	0.07180875138
827	0.07178597952
828	0.07168483043
829	0.07161138067
830	0.07149152966
831	0.07141618882
832	0.07139378136
833	0.07137033755
834	0.07131185094
835	0.07123939598
836	0.07116086612
837	0.07110432736
838	0.0710823119
839	0.07106064703
840	0.07099535513
841	0.07088211804
842	0.07084271486
843	0.07071903309
844	0.07066990653
845	0.0705765261
846	0.07051063018
847	0.07041085165
848	0.0703892891
849	0.07028846932
850	0.07023488579
851	0.07008470718
852	0.07006358861
853	0.06984325236
854	0.06970569447
855	0.06964120881
856	0.06959028643
857	0.06952622513
858	0.06950311729
859	0.06939388312
860	0.06937299313
861	0.06935221053
862	0.06932075191
863	0.06917885705
864	0.0691118878
865	0.06905220609
866	0.06903169451
867	0.06899825408
868	0.06896235179
869	0.06893708721
870	0.06887681582
871	0.06885675714
872	0.06880187552
873	0.06868759722
874	0.06860814713
875	0.0684972371
876	0.06838078337
877	0.06836106554
878	0.06826610856
879	0.06821164256
880	0.06811819029
881	0.06809853296
882	0.06806221209
883	0.06801320427
884	0.06799194055
885	0.067888571
886	0.06785119813
887	0.06781736119
888	0.06779823614
889	0.06777820994
890	0.06771388898
891	0.06768267187
892	0.06766289314
893	0.06755787437
894	0.06743660228
895	0.06741800485
896	0.06734991907
897	0.06730448154
898	0.06728602418
899	0.06717457132
900	0.06715622582
901	0.06708301354
902	0.06702101191
903	0.06700286291
904	0.06689281772
905	0.0668136553
906	0.06679564171
907	0.06672845856
908	0.06671072492
909	0.0666567324
910	0.0666392787
911	0.06659592213
912	0.06650917765
913	0.06640588565
914	0.0663047354
915	0.06628724922
916	0.06622124609
917	0.06605902574
918	0.06603641304
919	0.06597463156
920	0.0659573693
921	0.0659237043
922	0.06581324305
923	0.06575909936
924	0.06568403401
925	0.06566694004
926	0.06565009374
927	0.06561675458
928	0.06552097422
929	0.06548458225
930	0.06541933998
931	0.06535598426
932	0.06530186983
933	0.06513919637
934	0.0649782036
935	0.06494494015
936	0.06488154241
937	0.06476177463
938	0.06470773998
939	0.06454735745
940	0.0643990895
941	0.0642572529
942	0.06424048131
943	0.0641456222
944	0.06412906986
945	0.06411264825
946	0.06403720247
947	0.06394218769
948	0.06388733348
949	0.06379087978
950	0.06377452841
951	0.06375830737
952	0.06360600695
953	0.06354853621
954	0.06340446445
955	0.06338865937
956	0.06337260195
957	0.06335590953
958	0.06330113043
959	0.06320604987
960	0.06314768547
961	0.06313033003
962	0.062910764
963	0.06289441242
964	0.06275208246
965	0.06273667892
966	0.06272055127
967	0.06266259714
968	0.06262164647
969	0.06253698335
970	0.06244837891
971	0.06239257118
972	0.06230303737
973	0.06216440396
974	0.0620217098
975	0.06195428257
976	0.06190084659
977	0.06180644608
978	0.06174766145
979	0.06173255167
980	0.06164457977
981	0.06158966587
982	0.06157454229
983	0.06155968951
984	0.06154504951
985	0.06148361748
986	0.0614523102
987	0.06134103625
988	0.06132567474
989	0.06124002707
990	0.06122558538
991	0.0611925692
992	0.06105364325
993	0.06103927586
994	0.06092874082
995	0.06089575752
996	0.06086556618
997	0.06076061362
998	0.06067306701
999	0.06061322696
