#Wave		#Intensity
3550.434570	79535.242188
3549.202148	79074.734375
3547.970703	79353.257813
3546.738281	79128.570313
3545.505859	79191.093750
3544.272461	79660.765625
3543.039063	78998.500000
3541.805664	79128.140625
3540.572266	79497.796875
3539.338867	79346.546875
3538.104492	79508.539063
3536.870117	79635.890625
3535.634766	79248.867188
3534.400391	79032.718750
3533.165039	79109.265625
3531.929688	79126.851563
3530.693359	78927.093750
3529.458008	79218.835938
3528.221680	78994.757813
3526.984375	79160.492188
3525.748047	79212.507813
3524.510742	79098.117188
3523.273438	79089.242188
3522.036133	79260.867188
3520.797852	79185.031250
3519.559570	79344.382813
3518.321289	79410.421875
3517.083008	79670.945313
3515.843750	79337.765625
3514.604492	79932.382813
3513.365234	79546.625000
3512.125000	80003.242188
3510.884766	79186.476563
3509.644531	79549.867188
3508.404297	79735.046875
3507.163086	79713.812500
3505.921875	80171.882813
3504.680664	79368.046875
3503.439453	79941.203125
3502.197266	79750.132813
3500.955078	79656.125000
3499.712891	79554.070313
3498.469727	80108.476563
3497.227539	79519.687500
3495.983398	79960.789063
3494.740234	80070.656250
3493.496094	80430.710938
3492.252930	79688.984375
3491.007813	79651.562500
3489.763672	80253.453125
3488.518555	79816.679688
3487.273438	79831.640625
3486.028320	79818.367188
3484.782227	80413.617188
3483.536133	80357.898438
3482.290039	80261.914063
3481.043945	80357.265625
3479.796875	80772.664063
3478.549805	80096.945313
3477.302734	80019.171875
3476.055664	80311.625000
3474.807617	80344.453125
3473.559570	80652.781250
3472.310547	80460.312500
3471.062500	80468.945313
3469.813477	80264.531250
3468.564453	80202.851563
3467.314453	80530.914063
3466.064453	80591.703125
3464.814453	80140.421875
3463.564453	80159.093750
3462.314453	80460.750000
3461.063477	80816.445313
3459.812500	81250.210938
3458.560547	80604.671875
3457.308594	80567.031250
3456.057617	80880.250000
3454.804688	80928.734375
3453.552734	81001.234375
3452.299805	80695.015625
3451.046875	80613.273438
3449.792969	81168.429688
3448.540039	81282.828125
3447.286133	80884.695313
3446.032227	80768.921875
3444.777344	80807.265625
3443.522461	81155.671875
3442.267578	80763.875000
3441.012695	80798.171875
3439.756836	80962.390625
3438.500977	81028.585938
3437.245117	80982.843750
3435.989258	80483.585938
3434.732422	81081.140625
3433.475586	80823.703125
3432.218750	80548.390625
3430.960938	80698.382813
3429.703125	80946.078125
3428.445313	81185.679688
3427.187500	80337.984375
