#Wave		#Intensity
3550.258789	32181.505859
3549.027344	32053.138672
3547.794922	31962.777344
3546.562500	32067.972656
3545.330078	32205.703125
3544.096680	32261.935547
3542.863281	32063.714844
3541.629883	32130.121094
3540.396484	32359.257813
3539.162109	32236.394531
3537.928711	32229.498047
3536.693359	32446.257813
3535.458984	32075.441406
3534.223633	31979.150391
3532.989258	32161.269531
3531.752930	31969.513672
3530.517578	31749.402344
3529.281250	32095.921875
3528.044922	32095.128906
3526.808594	32141.017578
3525.571289	31813.488281
3524.333984	32159.683594
3523.096680	32039.185547
3521.859375	32336.503906
3520.621094	31915.933594
3519.382813	32278.011719
3518.144531	32035.974609
3516.906250	32164.843750
3515.666992	32194.388672
3514.427734	32031.505859
3513.188477	31973.986328
3511.948242	32396.298828
3510.708008	32190.960938
3509.467773	31991.777344
3508.227539	32300.503906
3506.986328	32481.656250
3505.745117	32359.378906
3504.503906	32295.783203
3503.262695	32359.564453
3502.020508	32168.666016
3500.778320	32620.394531
3499.535156	32063.865234
3498.292969	32248.810547
3497.049805	32183.281250
3495.806641	32343.886719
3494.563477	32361.113281
3493.319336	32325.859375
3492.075195	32353.162109
3490.831055	32378.431641
3489.585938	32542.835938
3488.340820	32559.982422
3487.095703	32359.412109
3485.850586	32521.687500
3484.604492	32488.443359
3483.358398	32408.875000
3482.112305	32635.472656
3480.866211	32684.771484
3479.619141	32472.333984
3478.372070	32755.115234
3477.125000	32540.736328
3475.876953	32477.333984
3474.629883	33013.355469
3473.380859	32766.873047
3472.132813	32494.355469
3470.883789	32708.398438
3469.634766	32829.898438
3468.385742	32573.609375
3467.136719	32602.675781
3465.886719	32473.064453
3464.636719	32708.947266
3463.386719	32476.982422
3462.135742	32588.316406
3460.884766	32340.417969
3459.633789	32568.085938
3458.381836	32611.121094
3457.130859	32493.712891
3455.878906	32412.439453
3454.625977	32655.912109
3453.374023	32436.357422
3452.121094	32755.845703
3450.868164	32920.953125
3449.614258	32555.277344
3448.361328	32916.566406
3447.107422	32555.048828
3445.853516	32545.921875
3444.598633	32634.841797
3443.343750	32717.716797
3442.088867	32952.554688
3440.833984	32537.416016
3439.578125	32962.101563
3438.322266	32669.058594
3437.066406	32809.765625
3435.809570	32678.703125
3434.553711	32917.210938
3433.295898	32750.230469
3432.039063	32872.812500
3430.782227	32885.554688
3429.524414	32572.994141
3428.265625	32458.095703
3427.007813	32594.583984
3425.749023	32717.048828
3424.490234	32843.441406
3423.231445	32923.929688
3421.971680	32659.583984
3420.711914	32668.333984
3419.452148	32507.746094
3418.192383	32371.123047
3416.931641	32441.650391
3415.670898	32637.564453
3414.409180	32632.359375
3413.148438	32304.781250
3411.886719	32504.562500
3410.625000	32578.943359
3409.362305	32426.582031
3408.099609	32522.808594
3406.836914	32531.527344
3405.574219	32426.960938
3404.311523	32640.337891
3403.047852	32456.330078
3401.783203	32556.398438
3400.519531	32299.017578
3399.254883	32426.859375
3397.990234	32276.787109
3396.725586	32378.775391
3395.459961	32609.660156
3394.194336	32598.470703
3392.928711	32589.265625
3391.663086	32697.027344
3390.396484	32515.359375
3389.129883	32407.087891
3387.862305	32235.462891
3386.595703	32014.392578
3385.328125	32666.720703
3384.060547	32356.552734
3382.791992	32212.789063
3381.523438	32148.244141
3380.254883	32346.867188
3378.986328	32666.060547
3377.716797	32287.001953
3376.447266	32178.984375
3375.177734	32256.828125
3373.908203	32306.962891
3372.637695	32501.312500
3371.367188	32037.750000
3370.095703	32002.964844
3368.825195	32374.951172
3367.553711	32093.333984
3366.282227	31890.787109
3365.009766	32213.208984
3363.737305	32152.759766
3362.464844	31954.267578
3361.192383	32067.423828
3359.918945	32269.244141
3358.645508	32193.052734
3357.372070	32294.248047
3356.097656	31776.759766
3354.823242	32334.970703
3353.548828	32392.730469
3352.274414	31887.371094
3350.999023	32019.996094
3349.723633	31965.601563
3348.447266	32170.941406
3347.171875	32260.128906
3345.895508	32123.107422
3344.619141	32245.681641
3343.341797	32346.576172
3342.064453	31975.744141
3340.787109	32257.414063
3339.509766	32387.693359
3338.231445	32327.402344
3336.953125	32434.037109
3335.674805	32246.152344
3334.395508	32154.519531
3333.117188	32249.337891
3331.836914	32198.935547
3330.557617	32234.853516
3329.277344	32202.117188
3327.997070	32514.437500
3326.716797	31958.318359
3325.435547	32141.212891
3324.154297	32098.718750
3322.873047	32283.449219
3321.591797	32372.138672
3320.309570	32533.224609
3319.027344	32298.841797
3317.744141	32254.384766
3316.461914	32319.507813
3315.178711	32155.740234
3313.894531	32326.453125
3312.611328	32217.494141
3311.327148	32448.707031
3310.042969	32609.455078
3308.757813	32383.263672
3307.472656	32366.187500
3306.187500	32571.753906
3304.902344	32488.248047
3303.616211	32234.945313
3302.330078	32354.517578
3301.043945	32214.521484
3299.757813	32306.728516
3298.470703	32586.121094
3297.183594	32670.394531
3295.895508	32341.341797
3294.607422	32868.050781
3293.319336	32708.621094
3292.031250	32689.525391
3290.742188	32623.689453
3289.454102	32731.185547
3288.164063	32665.363281
3286.875000	32564.533203
3285.584961	32613.580078
3284.294922	32567.273438
